folder,filename,strain,model,RSS,RMSD,NRMSD,CV(RMSD),bic,aic,weighted_bic,weighted_aic,y0,K,r,nu,q0,v,has_lag,has_nu,max_growth_rate,min_doubling_time,lag,w
,Tecan_280715,G,Model(LogisticLag2),1.2187286188089612,0.019136470752551777,0.036886028105060795,0.05343908578345019,-26291.645674466108,-26322.196308475814,0.9999999937062152,0.9999999995571651,0.008565293245519134,0.47371743081929507,7.998944938699157,1.0,0.06945804207482031,0.051183894074232406,True,False,0.5538840236634903,1.2659384384384382,3.722401599043521,1.0
,Tecan_280715,RG,Model(Richards),4.1905499814232785,0.035484921895335385,0.0521606985160987,0.07601379797158914,-22189.596640899745,-22214.03714810751,0.9826688410163795,0.6652188152055876,0.000255009367419623,0.5975987037891288,5.164766176596245,0.10000000779411342,0.0,0.0,False,True,1.280224962834649,0.2482232232232232,2.5289676352361146,1.9583045184157362
,Tecan_280715,R,Model(Richards),6.7131013521842196,0.04638572031107196,0.06607652469891913,0.10264813213756584,-19129.38262963534,-19153.564982758555,0.9821027383511832,0.6652406380254341,0.0003612338473291121,0.5658226989393149,3.875456411066013,0.15031959074180415,0.0,0.0,False,True,1.3430423294648992,0.2730455455455455,2.388766145688185,2.082707562400426
