Time,Temp. [°C],Cycle Nr.,Well,OD,Row,Col,Strain,Color
0.0,30.0,1.0,A1,0.109999999403954,A,1,G,#4daf4a
0.23244444444444445,30.3,2.0,A1,0.109899997711182,A,1,G,#4daf4a
0.46569444444444447,30.1,3.0,A1,0.110500000417233,A,1,G,#4daf4a
0.6981111111111112,30.1,4.0,A1,0.110500000417233,A,1,G,#4daf4a
0.9305555555555556,30.0,5.0,A1,0.111599996685982,A,1,G,#4daf4a
